2769.857763455827,1328.8697997224376,2760.098037459089,1648.1403375322507,3937.30139435069,1663.3563375737224,3939.4654658180907,1366.3295652379297
858.6210172969986,1757.9929971908778,854.9432574443409,2060.0192840310297,3873.8385800406186,2060.2175715543767,3876.848022153281,1824.8799597653426
991.1720861441183,2204.667655632262,981.3672701086463,2486.9990504016973,2557.2707968840136,2453.297138896542,2554.852199502035,2235.149356741008
3204.2667705835397,2224.694366129377,3203.0641025381756,2514.3271687374568,4058.9965414923845,2458.53407096596,4054.583974631564,2241.6924528702093
4394.184151189617,2247.876894967594,4367.463320617073,2432.7136714663866,5417.754115175157,2446.8971341434976,5423.28232108394,2293.1579091499316
1140.6147544038026,2625.141067368412,1137.1630303758427,2881.43020288561,2862.8215044471804,2887.6395345785186,2866.24262761316,2644.437858614948
3372.6819517194117,2630.0644191462875,3368.0169520569316,2902.148064410903,5400.058011636629,2906.1111509717252,5401.648696447215,2648.1468935300295
1027.9364279351194,3028.6639382511416,1023.7491744179927,3288.338597357476,2924.7861270379594,3246.811235990543,2922.7577737133734,3047.570734579706
3196.9287818589537,3029.028705330954,3191.848687223952,3281.8733240854745,4754.525723266144,3287.031380472518,4751.660462559367,3036.3839659128507
984.0965714498737,3776.280295978607,980.5801273003251,4037.4421001200267,4253.702805741463,3972.288470888288,4249.343658864456,3790.6392700528645
1038.8233856785068,4291.325919935143,1027.9951915797571,4518.902748116601,3920.1920386623187,4458.107425232048,3916.72484546779,4244.108095916361
2022.607567362392,4678.690208466067,2017.1712785549298,4885.357162540302,3757.398472731845,4842.005906796864,3749.1253410744184,4634.379940905447
1757.3079924657477,5145.970916792733,1755.5974365483619,5356.959288275526,3998.060342486436,5279.1233341998795,3999.5788333644973,5098.630203739806
2042.4114400588237,5434.238517280911,2020.5192885689594,5612.298943534469,3976.866913367792,5597.448318666892,3969.0791436188265,5440.849344461721
1760.7764770396655,5635.485912179044,1633.2481306037384,5637.897763517531,1630.708124338664,5804.580300671689,1761.7731181293816,5818.79039618546
3343.27481310175,5787.115307212192,3324.4293271075157,5977.642212240897,4541.819876635796,5955.510763038106,4539.1311289082505,5736.5256999942085
1867.4914240408953,5918.4434036194,1870.660078845772,6068.883695671607,2401.7362083810713,6042.158412986332,2402.930383479994,5959.129450311701
1929.2430612713435,6824.939188938155,1929.8964770852483,6994.861904898734,3835.165030896773,6880.748654328809,3838.317744600565,6736.387061911917
